transport	port	service
udp	2246	pc-mta-addrmap
tcp	2247	antidotemgrsvr
udp	2247	antidotemgrsvr
tcp	2248	ums
udp	2248	ums
tcp	2249	rfmp
udp	2249	rfmp
tcp	2250	remote-collab
udp	2250	remote-collab
tcp	2251	dif-port
udp	2251	dif-port
tcp	2252	njenet-ssl
udp	2252	njenet-ssl
tcp	2253	dtv-chan-req
udp	2253	dtv-chan-req
tcp	2254	seispoc
udp	2254	seispoc
tcp	2255	vrtp
udp	2255	vrtp
tcp	2256	pcc-mfp
udp	2256	pcc-mfp
tcp	2257	simple-tx-rx
udp	2257	simple-tx-rx
tcp	2258	rcts
udp	2258	rcts
tcp	2260	apc-2260
udp	2260	apc-2260
tcp	2261	comotionmaster
udp	2261	comotionmaster
tcp	2262	comotionback
udp	2262	comotionback
tcp	2263	ecwcfg
udp	2263	ecwcfg
tcp	2264	apx500api-1
udp	2264	apx500api-1
tcp	2265	apx500api-2
udp	2265	apx500api-2
tcp	2266	mfserver
udp	2266	mfserver
tcp	2267	ontobroker
udp	2267	ontobroker
tcp	2268	amt
udp	2268	amt
tcp	2269	mikey
udp	2269	mikey
tcp	2270	starschool
udp	2270	starschool
tcp	2271	mmcals
udp	2271	mmcals
tcp	2272	mmcal
udp	2272	mmcal
tcp	2273	mysql-im
udp	2273	mysql-im
tcp	2274	pcttunnell
udp	2274	pcttunnell
tcp	2275	ibridge-data
udp	2275	ibridge-data
tcp	2276	ibridge-mgmt
udp	2276	ibridge-mgmt
tcp	2277	bluectrlproxy
udp	2277	bluectrlproxy
tcp	2278	s3db
udp	2278	s3db
tcp	2279	xmquery
udp	2279	xmquery
tcp	2280	lnvpoller
udp	2280	lnvpoller
tcp	2281	lnvconsole
udp	2281	lnvconsole
tcp	2282	lnvalarm
udp	2282	lnvalarm
tcp	2283	lnvstatus
udp	2283	lnvstatus
tcp	2284	lnvmaps
udp	2284	lnvmaps
tcp	2285	lnvmailmon
udp	2285	lnvmailmon
tcp	2286	nas-metering
udp	2286	nas-metering
tcp	2287	dna
udp	2287	dna
tcp	2288	netml
udp	2288	netml
tcp	2289	dict-lookup
udp	2289	dict-lookup
tcp	2290	sonus-logging
udp	2290	sonus-logging
tcp	2291	eapsp
udp	2291	eapsp
tcp	2292	mib-streaming
udp	2292	mib-streaming
tcp	2293	npdbgmngr
udp	2293	npdbgmngr
tcp	2294	konshus-lm
udp	2294	konshus-lm
tcp	2295	advant-lm
udp	2295	advant-lm
tcp	2296	theta-lm
udp	2296	theta-lm
tcp	2297	d2k-datamover1
udp	2297	d2k-datamover1
tcp	2298	d2k-datamover2
udp	2298	d2k-datamover2
tcp	2299	pc-telecommute
udp	2299	pc-telecommute
tcp	2300	cvmmon
udp	2300	cvmmon
tcp	2301	cpq-wbem
udp	2301	cpq-wbem
tcp	2302	binderysupport
udp	2302	binderysupport
tcp	2303	proxy-gateway
udp	2303	proxy-gateway
tcp	2304	attachmate-uts
udp	2304	attachmate-uts
tcp	2305	mt-scaleserver
udp	2305	mt-scaleserver
tcp	2306	tappi-boxnet
udp	2306	tappi-boxnet
tcp	2307	pehelp
udp	2307	pehelp
tcp	2308	sdhelp
udp	2308	sdhelp
tcp	2309	sdserver
udp	2309	sdserver
tcp	2310	sdclient
udp	2310	sdclient
tcp	2311	messageservice
udp	2311	messageservice
tcp	2312	wanscaler
udp	2312	wanscaler
tcp	2313	iapp
udp	2313	iapp
tcp	2314	cr-websystems
udp	2314	cr-websystems
tcp	2315	precise-sft
udp	2315	precise-sft
tcp	2316	sent-lm
udp	2316	sent-lm
tcp	2317	attachmate-g32
udp	2317	attachmate-g32
tcp	2318	cadencecontrol
udp	2318	cadencecontrol
tcp	2319	infolibria
udp	2319	infolibria
tcp	2320	siebel-ns
udp	2320	siebel-ns
tcp	2321	rdlap
udp	2321	rdlap
tcp	2322	ofsd
udp	2322	ofsd
tcp	2323	3d-nfsd
udp	2323	3d-nfsd
tcp	2324	cosmocall
udp	2324	cosmocall
tcp	2325	ansysli
udp	2325	ansysli
tcp	2326	idcp
udp	2326	idcp
tcp	2327	xingcsm
udp	2327	xingcsm
tcp	2328	netrix-sftm
udp	2328	netrix-sftm
tcp	2329	nvd
udp	2329	nvd
tcp	2330	tscchat
udp	2330	tscchat
tcp	2331	agentview
udp	2331	agentview
tcp	2332	rcc-host
udp	2332	rcc-host
tcp	2333	snapp
udp	2333	snapp
tcp	2334	ace-client
udp	2334	ace-client
tcp	2335	ace-proxy
udp	2335	ace-proxy
tcp	2336	appleugcontrol
udp	2336	appleugcontrol
tcp	2337	ideesrv
udp	2337	ideesrv
tcp	2338	norton-lambert
udp	2338	norton-lambert
tcp	2339	3com-webview
udp	2339	3com-webview
tcp	2340	wrs-registry
tcp	2340	wrs_registry
udp	2340	wrs-registry
udp	2340	wrs_registry
tcp	2341	xiostatus
udp	2341	xiostatus
tcp	2342	manage-exec
udp	2342	manage-exec
tcp	2343	nati-logos
udp	2343	nati-logos
tcp	2344	fcmsys
udp	2344	fcmsys
tcp	2345	dbm
udp	2345	dbm
tcp	2346	redstorm-join
tcp	2346	redstorm_join
udp	2346	redstorm-join
udp	2346	redstorm_join
tcp	2347	redstorm-find
tcp	2347	redstorm_find
udp	2347	redstorm-find
udp	2347	redstorm_find
tcp	2348	redstorm-info
tcp	2348	redstorm_info
udp	2348	redstorm-info
udp	2348	redstorm_info
tcp	2349	redstorm-diag
tcp	2349	redstorm_diag
udp	2349	redstorm-diag
udp	2349	redstorm_diag
tcp	2350	psbserver
udp	2350	psbserver
tcp	2351	psrserver
udp	2351	psrserver
tcp	2352	pslserver
udp	2352	pslserver
tcp	2353	pspserver
udp	2353	pspserver
tcp	2354	psprserver
udp	2354	psprserver
tcp	2355	psdbserver
udp	2355	psdbserver
tcp	2356	gxtelmd
udp	2356	gxtelmd
tcp	2357	unihub-server
udp	2357	unihub-server
tcp	2358	futrix
udp	2358	futrix
tcp	2359	flukeserver
udp	2359	flukeserver
tcp	2360	nexstorindltd
udp	2360	nexstorindltd
tcp	2361	tl1
udp	2361	tl1
tcp	2362	digiman
udp	2362	digiman
tcp	2363	mediacntrlnfsd
udp	2363	mediacntrlnfsd
tcp	2364	oi-2000
udp	2364	oi-2000
tcp	2365	dbref
udp	2365	dbref
tcp	2366	qip-login
udp	2366	qip-login
tcp	2367	service-ctrl
udp	2367	service-ctrl
tcp	2368	opentable
udp	2368	opentable
tcp	2370	l3-hbmon
udp	2370	l3-hbmon
tcp	2371	hp-rda
tcp	2372	lanmessenger
udp	2372	lanmessenger
tcp	2373	remographlm
tcp	2374	hydra
tcp	2375	docker
tcp	2376	docker-s
tcp	2377	swarm
tcp	2379	etcd-client
tcp	2380	etcd-server
tcp	2381	compaq-https
udp	2381	compaq-https
tcp	2382	ms-olap3
udp	2382	ms-olap3
tcp	2383	ms-olap4
udp	2383	ms-olap4
tcp	2384	sd-request
udp	2384	sd-capacity
tcp	2385	sd-data
udp	2385	sd-data
tcp	2386	virtualtape
udp	2386	virtualtape
tcp	2387	vsamredirector
udp	2387	vsamredirector
tcp	2388	mynahautostart
udp	2388	mynahautostart
tcp	2389	ovsessionmgr
udp	2389	ovsessionmgr
tcp	2390	rsmtp
udp	2390	rsmtp
tcp	2391	3com-net-mgmt
udp	2391	3com-net-mgmt
tcp	2392	tacticalauth
udp	2392	tacticalauth
tcp	2393	ms-olap1
udp	2393	ms-olap1
tcp	2394	ms-olap2
udp	2394	ms-olap2
tcp	2395	lan900-remote
tcp	2395	lan900_remote
udp	2395	lan900-remote
udp	2395	lan900_remote
tcp	2396	wusage
udp	2396	wusage
tcp	2397	ncl
udp	2397	ncl
tcp	2398	orbiter
udp	2398	orbiter
tcp	2399	fmpro-fdal
udp	2399	fmpro-fdal
tcp	2400	opequus-server
udp	2400	opequus-server
tcp	2401	cvspserver
udp	2401	cvspserver
tcp	2402	taskmaster2000
udp	2402	taskmaster2000
tcp	2403	taskmaster2000
udp	2403	taskmaster2000
tcp	2404	iec-104
udp	2404	iec-104
tcp	2405	trc-netpoll
udp	2405	trc-netpoll
tcp	2406	jediserver
udp	2406	jediserver
tcp	2407	orion
udp	2407	orion
tcp	2408	railgun-webaccl
tcp	2409	sns-protocol
udp	2409	sns-protocol
tcp	2410	vrts-registry
udp	2410	vrts-registry
tcp	2411	netwave-ap-mgmt
udp	2411	netwave-ap-mgmt
tcp	2412	cdn
udp	2412	cdn
tcp	2413	orion-rmi-reg
udp	2413	orion-rmi-reg
tcp	2414	beeyond
udp	2414	beeyond
tcp	2415	codima-rtp
udp	2415	codima-rtp
tcp	2416	rmtserver
udp	2416	rmtserver
tcp	2417	composit-server
udp	2417	composit-server
tcp	2418	cas
udp	2418	cas
tcp	2419	attachmate-s2s
udp	2419	attachmate-s2s
tcp	2420	dslremote-mgmt
udp	2420	dslremote-mgmt
tcp	2421	g-talk
udp	2421	g-talk
tcp	2422	crmsbits
udp	2422	crmsbits
tcp	2423	rnrp
udp	2423	rnrp
tcp	2424	kofax-svr
udp	2424	kofax-svr
tcp	2425	fjitsuappmgr
udp	2425	fjitsuappmgr
tcp	2426	vcmp
udp	2426	vcmp
tcp	2427	mgcp-gateway
udp	2427	mgcp-gateway
tcp	2428	ott
udp	2428	ott
tcp	2429	ft-role
udp	2429	ft-role
tcp	2430	venus
udp	2430	venus
tcp	2431	venus-se
udp	2431	venus-se
tcp	2432	codasrv
udp	2432	codasrv
tcp	2433	codasrv-se
udp	2433	codasrv-se
tcp	2434	pxc-epmap
udp	2434	pxc-epmap
tcp	2435	optilogic
udp	2435	optilogic
tcp	2436	topx
udp	2436	topx
tcp	2437	unicontrol
udp	2437	unicontrol
tcp	2438	msp
udp	2438	msp
tcp	2439	sybasedbsynch
udp	2439	sybasedbsynch
tcp	2440	spearway
udp	2440	spearway
tcp	2441	pvsw-inet
udp	2441	pvsw-inet
tcp	2442	netangel
udp	2442	netangel
tcp	2443	powerclientcsf
udp	2443	powerclientcsf
tcp	2444	btpp2sectrans
udp	2444	btpp2sectrans
tcp	2445	dtn1
udp	2445	dtn1
tcp	2446	bues-service
tcp	2446	bues_service
udp	2446	bues-service
udp	2446	bues_service
tcp	2447	ovwdb
udp	2447	ovwdb
tcp	2448	hpppssvr
udp	2448	hpppssvr
tcp	2449	ratl
udp	2449	ratl
tcp	2450	netadmin
udp	2450	netadmin
tcp	2451	netchat
udp	2451	netchat
tcp	2452	snifferclient
udp	2452	snifferclient
tcp	2453	madge-ltd
udp	2453	madge-ltd
tcp	2454	indx-dds
udp	2454	indx-dds
tcp	2455	wago-io-system
udp	2455	wago-io-system
tcp	2456	altav-remmgt
udp	2456	altav-remmgt
tcp	2457	rapido-ip
udp	2457	rapido-ip
tcp	2458	griffin
udp	2458	griffin
tcp	2459	community
udp	2459	community
tcp	2460	ms-theater
udp	2460	ms-theater
tcp	2461	qadmifoper
udp	2461	qadmifoper
tcp	2462	qadmifevent
udp	2462	qadmifevent
tcp	2463	lsi-raid-mgmt
udp	2463	lsi-raid-mgmt
tcp	2464	direcpc-si
udp	2464	direcpc-si
tcp	2465	lbm
udp	2465	lbm
tcp	2466	lbf
udp	2466	lbf
tcp	2467	high-criteria
udp	2467	high-criteria
tcp	2468	qip-msgd
udp	2468	qip-msgd
tcp	2469	mti-tcs-comm
udp	2469	mti-tcs-comm
tcp	2470	taskman-port
udp	2470	taskman-port
tcp	2471	seaodbc
udp	2471	seaodbc
tcp	2472	c3
udp	2472	c3
tcp	2473	aker-cdp
udp	2473	aker-cdp
tcp	2474	vitalanalysis
udp	2474	vitalanalysis
tcp	2475	ace-server
udp	2475	ace-server
tcp	2476	ace-svr-prop
udp	2476	ace-svr-prop
tcp	2477	ssm-cvs
udp	2477	ssm-cvs
tcp	2478	ssm-cssps
udp	2478	ssm-cssps
tcp	2479	ssm-els
udp	2479	ssm-els
tcp	2480	powerexchange
udp	2480	powerexchange
tcp	2481	giop
udp	2481	giop
tcp	2482	giop-ssl
udp	2482	giop-ssl
tcp	2483	ttc
udp	2483	ttc
tcp	2484	ttc-ssl
udp	2484	ttc-ssl
tcp	2485	netobjects1
udp	2485	netobjects1
tcp	2486	netobjects2
udp	2486	netobjects2
tcp	2487	pns
udp	2487	pns
tcp	2488	moy-corp
udp	2488	moy-corp
tcp	2489	tsilb
udp	2489	tsilb
tcp	2490	qip-qdhcp
udp	2490	qip-qdhcp
tcp	2491	conclave-cpp
udp	2491	conclave-cpp
tcp	2492	groove
udp	2492	groove
tcp	2493	talarian-mqs
udp	2493	talarian-mqs
tcp	2494	bmc-ar
udp	2494	bmc-ar
tcp	2495	fast-rem-serv
udp	2495	fast-rem-serv
tcp	2496	dirgis
udp	2496	dirgis
tcp	2497	quaddb
udp	2497	quaddb
tcp	2498	odn-castraq
udp	2498	odn-castraq
tcp	2499	unicontrol
udp	2499	unicontrol
tcp	2500	rtsserv
udp	2500	rtsserv
tcp	2501	rtsclient
udp	2501	rtsclient
tcp	2502	kentrox-prot
udp	2502	kentrox-prot
tcp	2503	nms-dpnss
udp	2503	nms-dpnss
tcp	2504	wlbs
udp	2504	wlbs
tcp	2505	ppcontrol
udp	2505	ppcontrol
tcp	2506	jbroker
udp	2506	jbroker
tcp	2507	spock
udp	2507	spock
tcp	2508	jdatastore
udp	2508	jdatastore
tcp	2509	fjmpss
udp	2509	fjmpss
tcp	2510	fjappmgrbulk
udp	2510	fjappmgrbulk
tcp	2511	metastorm
udp	2511	metastorm
tcp	2512	citrixima
udp	2512	citrixima
tcp	2513	citrixadmin
udp	2513	citrixadmin
tcp	2514	facsys-ntp
udp	2514	facsys-ntp
tcp	2515	facsys-router
udp	2515	facsys-router
tcp	2516	maincontrol
udp	2516	maincontrol
tcp	2517	call-sig-trans
udp	2517	call-sig-trans
tcp	2518	willy
udp	2518	willy
tcp	2519	globmsgsvc
udp	2519	globmsgsvc
tcp	2520	pvsw
udp	2520	pvsw
tcp	2521	adaptecmgr
udp	2521	adaptecmgr
tcp	2522	windb
udp	2522	windb
tcp	2523	qke-llc-v3
udp	2523	qke-llc-v3
tcp	2524	optiwave-lm
udp	2524	optiwave-lm
tcp	2525	ms-v-worlds
udp	2525	ms-v-worlds
tcp	2526	ema-sent-lm
udp	2526	ema-sent-lm
tcp	2527	iqserver
udp	2527	iqserver
tcp	2528	ncr-ccl
tcp	2528	ncr_ccl
udp	2528	ncr-ccl
udp	2528	ncr_ccl
tcp	2529	utsftp
udp	2529	utsftp
tcp	2530	vrcommerce
udp	2530	vrcommerce
tcp	2531	ito-e-gui
udp	2531	ito-e-gui
tcp	2532	ovtopmd
udp	2532	ovtopmd
tcp	2533	snifferserver
udp	2533	snifferserver
tcp	2534	combox-web-acc
udp	2534	combox-web-acc
tcp	2535	madcap
udp	2535	madcap
tcp	2536	btpp2audctr1
udp	2536	btpp2audctr1
tcp	2537	upgrade
udp	2537	upgrade
tcp	2538	vnwk-prapi
udp	2538	vnwk-prapi
tcp	2539	vsiadmin
udp	2539	vsiadmin
tcp	2540	lonworks
udp	2540	lonworks
tcp	2541	lonworks2
udp	2541	lonworks2
tcp	2542	udrawgraph
udp	2542	udrawgraph
tcp	2543	reftek
udp	2543	reftek
tcp	2544	novell-zen
udp	2544	novell-zen
tcp	2545	sis-emt
udp	2545	sis-emt
tcp	2546	vytalvaultbrtp
udp	2546	vytalvaultbrtp
tcp	2547	vytalvaultvsmp
udp	2547	vytalvaultvsmp
tcp	2548	vytalvaultpipe
udp	2548	vytalvaultpipe
tcp	2549	ipass
udp	2549	ipass
tcp	2550	ads
udp	2550	ads
tcp	2551	isg-uda-server
udp	2551	isg-uda-server
tcp	2552	call-logging
udp	2552	call-logging
tcp	2553	efidiningport
udp	2553	efidiningport
tcp	2554	vcnet-link-v10
udp	2554	vcnet-link-v10
tcp	2555	compaq-wcp
udp	2555	compaq-wcp
tcp	2556	nicetec-nmsvc
udp	2556	nicetec-nmsvc
tcp	2557	nicetec-mgmt
udp	2557	nicetec-mgmt
tcp	2558	pclemultimedia
udp	2558	pclemultimedia
tcp	2559	lstp
udp	2559	lstp
tcp	2560	labrat
udp	2560	labrat
tcp	2561	mosaixcc
udp	2561	mosaixcc
tcp	2562	delibo
udp	2562	delibo
tcp	2563	cti-redwood
udp	2563	cti-redwood
tcp	2564	hp-3000-telnet
udp	2564	hp-3000-telnet
tcp	2565	coord-svr
udp	2565	coord-svr
tcp	2566	pcs-pcw
udp	2566	pcs-pcw
tcp	2567	clp
udp	2567	clp
tcp	2568	spamtrap
udp	2568	spamtrap
tcp	2569	sonuscallsig
udp	2569	sonuscallsig
tcp	2570	hs-port
udp	2570	hs-port
tcp	2571	cecsvc
udp	2571	cecsvc
tcp	2572	ibp
udp	2572	ibp
tcp	2573	trustestablish
udp	2573	trustestablish
tcp	2574	blockade-bpsp
udp	2574	blockade-bpsp
tcp	2575	hl7
udp	2575	hl7
tcp	2576	tclprodebugger
udp	2576	tclprodebugger
tcp	2577	scipticslsrvr
udp	2577	scipticslsrvr
tcp	2578	rvs-isdn-dcp
udp	2578	rvs-isdn-dcp
tcp	2579	mpfoncl
udp	2579	mpfoncl
tcp	2580	tributary
udp	2580	tributary
tcp	2581	argis-te
udp	2581	argis-te
tcp	2582	argis-ds
udp	2582	argis-ds
tcp	2583	mon
udp	2583	mon
tcp	2584	cyaserv
udp	2584	cyaserv
tcp	2585	netx-server
udp	2585	netx-server
tcp	2586	netx-agent
udp	2586	netx-agent
tcp	2587	masc
udp	2587	masc
tcp	2588	privilege
udp	2588	privilege
tcp	2589	quartus-tcl
udp	2589	quartus-tcl
tcp	2590	idotdist
udp	2590	idotdist
tcp	2591	maytagshuffle
udp	2591	maytagshuffle
tcp	2592	netrek
udp	2592	netrek
tcp	2593	mns-mail
udp	2593	mns-mail
tcp	2594	dts
udp	2594	dts
tcp	2595	worldfusion1
udp	2595	worldfusion1
tcp	2596	worldfusion2
udp	2596	worldfusion2
tcp	2597	homesteadglory
udp	2597	homesteadglory
tcp	2598	citriximaclient
udp	2598	citriximaclient
tcp	2599	snapd
udp	2599	snapd
tcp	2600	hpstgmgr
udp	2600	hpstgmgr
tcp	2601	discp-client
udp	2601	discp-client
tcp	2602	discp-server
udp	2602	discp-server
tcp	2603	servicemeter
udp	2603	servicemeter
tcp	2604	nsc-ccs
udp	2604	nsc-ccs
tcp	2605	nsc-posa
udp	2605	nsc-posa
tcp	2606	netmon
udp	2606	netmon
tcp	2607	connection
udp	2607	connection
tcp	2608	wag-service
udp	2608	wag-service
tcp	2609	system-monitor
udp	2609	system-monitor
tcp	2610	versa-tek
udp	2610	versa-tek
tcp	2611	lionhead
udp	2611	lionhead
tcp	2612	qpasa-agent
udp	2612	qpasa-agent
tcp	2613	smntubootstrap
udp	2613	smntubootstrap
tcp	2614	neveroffline
udp	2614	neveroffline
tcp	2615	firepower
udp	2615	firepower
tcp	2616	appswitch-emp
udp	2616	appswitch-emp
tcp	2617	cmadmin
udp	2617	cmadmin
tcp	2618	priority-e-com
udp	2618	priority-e-com
tcp	2619	bruce
udp	2619	bruce
tcp	2620	lpsrecommender
udp	2620	lpsrecommender
tcp	2621	miles-apart
udp	2621	miles-apart
tcp	2622	metricadbc
udp	2622	metricadbc
tcp	2623	lmdp
udp	2623	lmdp
tcp	2624	aria
udp	2624	aria
tcp	2625	blwnkl-port
udp	2625	blwnkl-port
tcp	2626	gbjd816
udp	2626	gbjd816
tcp	2627	moshebeeri
udp	2627	moshebeeri
tcp	2628	dict
udp	2628	dict
tcp	2629	sitaraserver
udp	2629	sitaraserver
tcp	2630	sitaramgmt
udp	2630	sitaramgmt
tcp	2631	sitaradir
udp	2631	sitaradir
tcp	2632	irdg-post
udp	2632	irdg-post
tcp	2633	interintelli
udp	2633	interintelli
tcp	2634	pk-electronics
udp	2634	pk-electronics
tcp	2635	backburner
udp	2635	backburner
tcp	2636	solve
udp	2636	solve
tcp	2637	imdocsvc
udp	2637	imdocsvc
tcp	2638	sybaseanywhere
udp	2638	sybaseanywhere
tcp	2639	aminet
udp	2639	aminet
tcp	2640	ami-control
udp	2640	ami-control
tcp	2641	hdl-srv
udp	2641	hdl-srv
tcp	2642	tragic
udp	2642	tragic
tcp	2643	gte-samp
udp	2643	gte-samp
tcp	2644	travsoft-ipx-t
udp	2644	travsoft-ipx-t
tcp	2645	novell-ipx-cmd
udp	2645	novell-ipx-cmd
tcp	2646	and-lm
udp	2646	and-lm
tcp	2647	syncserver
udp	2647	syncserver
tcp	2648	upsnotifyprot
udp	2648	upsnotifyprot
tcp	2649	vpsipport
udp	2649	vpsipport
tcp	2650	eristwoguns
udp	2650	eristwoguns
tcp	2651	ebinsite
udp	2651	ebinsite
tcp	2652	interpathpanel
udp	2652	interpathpanel
tcp	2653	sonus
udp	2653	sonus
tcp	2654	corel-vncadmin
tcp	2654	corel_vncadmin
udp	2654	corel-vncadmin
udp	2654	corel_vncadmin
tcp	2655	unglue
udp	2655	unglue
tcp	2656	kana
udp	2656	kana
tcp	2657	sns-dispatcher
udp	2657	sns-dispatcher
tcp	2658	sns-admin
udp	2658	sns-admin
tcp	2659	sns-query
udp	2659	sns-query
tcp	2660	gcmonitor
udp	2660	gcmonitor
tcp	2661	olhost
udp	2661	olhost
tcp	2662	bintec-capi
udp	2662	bintec-capi
tcp	2663	bintec-tapi
udp	2663	bintec-tapi
tcp	2664	patrol-mq-gm
udp	2664	patrol-mq-gm
tcp	2665	patrol-mq-nm
udp	2665	patrol-mq-nm
tcp	2666	extensis
udp	2666	extensis
tcp	2667	alarm-clock-s
udp	2667	alarm-clock-s
tcp	2668	alarm-clock-c
udp	2668	alarm-clock-c
tcp	2669	toad
udp	2669	toad
tcp	2670	tve-announce
udp	2670	tve-announce
tcp	2671	newlixreg
udp	2671	newlixreg
tcp	2672	nhserver
udp	2672	nhserver
tcp	2673	firstcall42
udp	2673	firstcall42
tcp	2674	ewnn
udp	2674	ewnn
tcp	2675	ttc-etap
udp	2675	ttc-etap
tcp	2676	simslink
udp	2676	simslink
tcp	2677	gadgetgate1way
udp	2677	gadgetgate1way
tcp	2678	gadgetgate2way
udp	2678	gadgetgate2way
tcp	2679	syncserverssl
udp	2679	syncserverssl
tcp	2680	pxc-sapxom
udp	2680	pxc-sapxom
tcp	2681	mpnjsomb
udp	2681	mpnjsomb
tcp	2683	ncdloadbalance
udp	2683	ncdloadbalance
tcp	2684	mpnjsosv
udp	2684	mpnjsosv
tcp	2685	mpnjsocl
udp	2685	mpnjsocl
tcp	2686	mpnjsomg
udp	2686	mpnjsomg
tcp	2687	pq-lic-mgmt
udp	2687	pq-lic-mgmt
tcp	2688	md-cg-http
udp	2688	md-cg-http
tcp	2689	fastlynx
udp	2689	fastlynx
tcp	2690	hp-nnm-data
udp	2690	hp-nnm-data
tcp	2691	itinternet
udp	2691	itinternet
tcp	2692	admins-lms
udp	2692	admins-lms
tcp	2694	pwrsevent
udp	2694	pwrsevent
tcp	2695	vspread
udp	2695	vspread
tcp	2696	unifyadmin
udp	2696	unifyadmin
tcp	2697	oce-snmp-trap
udp	2697	oce-snmp-trap
tcp	2698	mck-ivpip
udp	2698	mck-ivpip
tcp	2699	csoft-plusclnt
udp	2699	csoft-plusclnt
tcp	2700	tqdata
udp	2700	tqdata
tcp	2701	sms-rcinfo
udp	2701	sms-rcinfo
tcp	2702	sms-xfer
udp	2702	sms-xfer
tcp	2703	sms-chat
udp	2703	sms-chat
tcp	2704	sms-remctrl
udp	2704	sms-remctrl
tcp	2705	sds-admin
udp	2705	sds-admin
tcp	2706	ncdmirroring
udp	2706	ncdmirroring
tcp	2707	emcsymapiport
udp	2707	emcsymapiport
tcp	2708	banyan-net
udp	2708	banyan-net
tcp	2709	supermon
udp	2709	supermon
tcp	2710	sso-service
udp	2710	sso-service
tcp	2711	sso-control
udp	2711	sso-control
tcp	2712	aocp
udp	2712	aocp
tcp	2713	raventbs
udp	2713	raventbs
tcp	2714	raventdm
udp	2714	raventdm
tcp	2715	hpstgmgr2
udp	2715	hpstgmgr2
tcp	2716	inova-ip-disco
udp	2716	inova-ip-disco
tcp	2717	pn-requester
udp	2717	pn-requester
tcp	2718	pn-requester2
udp	2718	pn-requester2
tcp	2719	scan-change
udp	2719	scan-change
tcp	2720	wkars
udp	2720	wkars
tcp	2721	smart-diagnose
udp	2721	smart-diagnose
tcp	2722	proactivesrvr
udp	2722	proactivesrvr
tcp	2723	watchdog-nt
udp	2723	watchdog-nt
tcp	2724	qotps
udp	2724	qotps
tcp	2725	msolap-ptp2
udp	2725	msolap-ptp2
tcp	2726	tams
udp	2726	tams
tcp	2727	mgcp-callagent
udp	2727	mgcp-callagent
tcp	2728	sqdr
udp	2728	sqdr
tcp	2729	tcim-control
udp	2729	tcim-control
tcp	2730	nec-raidplus
udp	2730	nec-raidplus
tcp	2731	fyre-messanger
udp	2731	fyre-messanger
tcp	2732	g5m
udp	2732	g5m
tcp	2733	signet-ctf
udp	2733	signet-ctf
tcp	2734	ccs-software
udp	2734	ccs-software
tcp	2735	netiq-mc
udp	2735	netiq-mc
tcp	2736	radwiz-nms-srv
udp	2736	radwiz-nms-srv
tcp	2737	srp-feedback
udp	2737	srp-feedback
tcp	2738	ndl-tcp-ois-gw
udp	2738	ndl-tcp-ois-gw
tcp	2739	tn-timing
udp	2739	tn-timing
tcp	2740	alarm
udp	2740	alarm
tcp	2741	tsb
udp	2741	tsb
tcp	2742	tsb2
udp	2742	tsb2
tcp	2743	murx
udp	2743	murx
tcp	2744	honyaku
udp	2744	honyaku
tcp	2745	urbisnet
udp	2745	urbisnet
tcp	2746	cpudpencap
udp	2746	cpudpencap
tcp	2747	fjippol-swrly
udp	2747	fjippol-swrly
tcp	2748	fjippol-polsvr
udp	2748	fjippol-polsvr
tcp	2749	fjippol-cnsl
udp	2749	fjippol-cnsl
tcp	2750	fjippol-port1
udp	2750	fjippol-port1
tcp	2751	fjippol-port2
udp	2751	fjippol-port2
tcp	2752	rsisysaccess
udp	2752	rsisysaccess
tcp	2753	de-spot
udp	2753	de-spot
tcp	2754	apollo-cc
udp	2754	apollo-cc
tcp	2755	expresspay
udp	2755	expresspay
tcp	2756	simplement-tie
udp	2756	simplement-tie
tcp	2757	cnrp
udp	2757	cnrp
tcp	2758	apollo-status
udp	2758	apollo-status
tcp	2759	apollo-gms
udp	2759	apollo-gms
tcp	2760	sabams
udp	2760	sabams
tcp	2761	dicom-iscl
udp	2761	dicom-iscl
tcp	2762	dicom-tls
udp	2762	dicom-tls
tcp	2763	desktop-dna
udp	2763	desktop-dna
tcp	2764	data-insurance
udp	2764	data-insurance
tcp	2765	qip-audup
udp	2765	qip-audup
tcp	2766	compaq-scp
udp	2766	compaq-scp
tcp	2767	uadtc
udp	2767	uadtc
tcp	2768	uacs
udp	2768	uacs
tcp	2769	exce
udp	2769	exce
tcp	2770	veronica
udp	2770	veronica
tcp	2771	vergencecm
udp	2771	vergencecm
tcp	2772	auris
udp	2772	auris
tcp	2773	rbakcup1
udp	2773	rbakcup1
tcp	2774	rbakcup2
udp	2774	rbakcup2
tcp	2775	smpp
udp	2775	smpp
tcp	2776	ridgeway1
udp	2776	ridgeway1
tcp	2777	ridgeway2
udp	2777	ridgeway2
tcp	2778	gwen-sonya
udp	2778	gwen-sonya
tcp	2779	lbc-sync
udp	2779	lbc-sync
tcp	2780	lbc-control
udp	2780	lbc-control
tcp	2781	whosells
udp	2781	whosells
tcp	2782	everydayrc
udp	2782	everydayrc
tcp	2783	aises
udp	2783	aises
tcp	2784	www-dev
udp	2784	www-dev
tcp	2785	aic-np
udp	2785	aic-np
tcp	2786	aic-oncrpc
udp	2786	aic-oncrpc
tcp	2787	piccolo
udp	2787	piccolo
tcp	2788	fryeserv
udp	2788	fryeserv
tcp	2789	media-agent
udp	2789	media-agent
tcp	2790	plgproxy
